rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
440,Ritterland Bypass Project,2025-01-17,2025-02-09,Answered,Stormwater Drainage,Require page put before then both partner political team current help determine me fact herself ever ever.,True,23,Subcontractor,Low,5527.93,Inspection,Clarification,5
441,South Jamesfurt Bypass Project,2024-12-20,2025-01-11,Pending Review,Stormwater Drainage,Service together me current sing goal stage focus must also list say southern indicate second church organization special wind hot amount nice.,True,22,DOT Inspector,Medium,13183.41,Preconstruction,Design Change,4
442,Lake Bradleyburgh Bypass Project,2025-01-02,2025-01-14,Open,Soil Compaction,Increase everyone beyond interesting provide whether executive model east laugh continue law assume dinner hear themselves many certainly court fight.,False,12,Subcontractor,Medium,30662.48,Paving,Design Change,3
443,Port Kathleenmouth Bypass Project,2024-12-08,2024-12-18,Pending Review,Soil Compaction,Director add situation much else like much throughout country wear sit factor city season fear never reach brother save.,True,10,DOT Inspector,Low,6501.44,Inspection,Material Substitution,3
444,North Gregorymouth Bypass Project,2024-12-02,2024-12-29,Pending Review,Utility Relocation,Figure believe respond truth get push behavior course with information experience note.,True,27,DOT Inspector,Low,2110.26,Excavation,Design Change,2
445,Peterview Bypass Project,2025-03-11,2025-03-26,Open,Lane Closures,Prevent interview affect worry executive move box view ball when kind how whatever they enough onto poor wonder.,False,15,General Contractor,Medium,44912.79,Paving,Clarification,3
446,Farmerbury Bypass Project,2024-11-16,2024-11-28,Answered,Road Grading,Will sister air site risk over break natural position source wonder final lot east.,True,12,Civil Engineer,Medium,13105.41,Inspection,Conflict Resolution,5
447,New William Bypass Project,2024-12-12,2024-12-15,Closed,Soil Compaction,Morning budget strategy top reality against he maintain color own action place quite career.,False,3,Subcontractor,Medium,33900.56,Excavation,Design Change,2
448,Lake Jenniferfort Bypass Project,2025-02-09,2025-03-03,Answered,Pavement Materials,Mr bring good letter space own each allow year employee large crime health suggest floor spring someone score cell American.,True,22,Civil Engineer,Low,7748.5,Inspection,Material Substitution,5
449,Maryborough Bypass Project,2025-02-27,2025-03-26,Closed,Stormwater Drainage,Side thing show think key because throughout exactly race nor share.,True,27,Civil Engineer,High,160257.17,Preconstruction,Conflict Resolution,5
450,Lake Stephanie Bypass Project,2025-01-07,2025-01-11,Closed,Traffic Signage,Research level everything next meet full age heavy including between imagine next majority sound he catch put fly degree.,False,4,DOT Inspector,Medium,25555.32,Preconstruction,Clarification,3
451,New Tiffanyville Bypass Project,2025-01-26,2025-02-20,Answered,Traffic Signage,Establish family summer or agent item summer space daughter because them no southern nature teach but relationship opportunity hold.,True,25,Civil Engineer,Medium,36098.56,Excavation,Design Change,3
452,Kristenfurt Bypass Project,2024-11-30,2024-12-18,Open,Lane Closures,Minute strategy my write skill blue need trade realize future above others white character conference together return market program real new force student create main.,False,18,Civil Engineer,Medium,49359.91,Inspection,Clarification,5
453,East Ronald Bypass Project,2025-02-25,2025-03-13,Pending Review,Traffic Signage,If class want indeed soon talk strong exist fast say door traditional that camera determine blue book box whatever fall next six buy interesting watch.,False,16,Civil Engineer,Low,7635.68,Excavation,Design Change,2
454,Christopherfort Bypass Project,2024-11-12,2024-12-10,Open,Stormwater Drainage,Alone step summer often woman artist ahead style fall finish fall front break maybe still current.,True,28,DOT Inspector,Medium,17058.93,Inspection,Material Substitution,2
455,East Morganport Bypass Project,2025-03-21,2025-04-14,Answered,Traffic Signage,Put speak sit box information century series effect finish here fear.,True,24,Civil Engineer,High,84908.61,Inspection,Clarification,2
456,Montgomeryfort Bypass Project,2024-11-09,2024-12-04,Closed,Road Grading,Agent hair western fast try should see huge job down only hot vote bank because can three boy create left tough loss response never.,True,25,Civil Engineer,High,85541.47,Paving,Conflict Resolution,2
457,West Melissa Bypass Project,2024-11-07,2024-11-26,Answered,Pavement Materials,Career fish could both meet anything easy fly total race billion summer kitchen of rate perhaps foot.,True,19,Subcontractor,High,175041.29,Inspection,Clarification,5
458,West Parkerhaven Bypass Project,2025-03-09,2025-04-07,Open,Stormwater Drainage,Actually painting ok write approach marriage whole green point best more reflect away wind hear perform allow single.,True,29,Subcontractor,High,85768.36,Paving,Material Substitution,3
459,Burchport Bypass Project,2025-03-12,2025-03-16,Pending Review,Lane Closures,Bank tonight hotel get past usually player order politics decision.,True,4,Subcontractor,High,181100.92,Paving,Clarification,4
460,Hornefurt Bypass Project,2024-11-09,2024-11-28,Pending Review,Utility Relocation,Business we western among put region prepare yeah place contain go leader ago fish thing thought if himself at method wall then.,True,19,DOT Inspector,Medium,32622.8,Paving,Clarification,2
461,New Claire Bypass Project,2024-11-26,2024-11-30,Open,Utility Relocation,Already democratic reduce successful couple my area ahead agency happen certainly.,True,4,Civil Engineer,Medium,32084.44,Excavation,Clarification,3
462,Grahamland Bypass Project,2025-03-09,2025-03-30,Closed,Lane Closures,Everything she Mrs than hear politics read eat audience itself easy matter maybe similar.,True,21,DOT Inspector,Low,9414.95,Paving,Conflict Resolution,4
463,Rebeccaberg Bypass Project,2025-01-28,2025-02-18,Open,Guardrail Placement,Opportunity them huge recently audience ball think food list along minute laugh this near never outside hundred it miss money six street policy direction.,False,21,DOT Inspector,Low,7654.98,Preconstruction,Material Substitution,5
464,East Lawrence Bypass Project,2024-11-23,2024-12-09,Answered,Bridge Joint Design,Century later may much among and anything enjoy task citizen work meeting watch expect.,True,16,Subcontractor,Medium,39232.47,Paving,Design Change,5
465,Randystad Bypass Project,2025-01-14,2025-01-18,Answered,Stormwater Drainage,Option two ok whose stay think chair miss physical see choice perform three agree.,False,4,DOT Inspector,Medium,19769.54,Paving,Design Change,4
466,West Alexis Bypass Project,2025-01-09,2025-01-14,Pending Review,Soil Compaction,High imagine father beat him not study mean determine force hundred under environment.,True,5,DOT Inspector,Medium,49377.68,Inspection,Material Substitution,3
467,Smithchester Bypass Project,2025-03-09,2025-03-22,Open,Guardrail Placement,Style old thank upon half wear director close music use dream figure team man decision letter sometimes determine anyone finish team film run.,True,13,General Contractor,High,181547.54,Excavation,Clarification,5
468,West Michael Bypass Project,2025-04-13,2025-05-08,Open,Road Grading,Her account step space successful local threat right never population candidate.,False,25,General Contractor,Medium,19653.19,Preconstruction,Conflict Resolution,2
469,Lake Teresa Bypass Project,2025-03-30,2025-04-04,Answered,Guardrail Placement,Another management experience often view option series up century itself after must citizen them number two care.,True,5,General Contractor,Medium,43453.0,Excavation,Conflict Resolution,4
470,South Davidmouth Bypass Project,2025-03-01,2025-03-31,Answered,Traffic Signage,Create task lose class action organization follow realize rich identify travel hospital memory could everything certain marriage better democratic.,True,30,General Contractor,Medium,25144.03,Inspection,Design Change,3
471,Markstad Bypass Project,2025-03-13,2025-04-01,Closed,Soil Compaction,Every understand behind reflect open church table exactly item religious ago or become where senior prepare bed begin baby evidence.,True,19,General Contractor,Medium,11320.21,Preconstruction,Clarification,4
472,Andersonmouth Bypass Project,2025-01-15,2025-01-18,Closed,Road Grading,Seem board action thank identify college month discuss television behavior door hear third fear total.,True,3,Civil Engineer,High,79837.19,Inspection,Clarification,2
473,East Diana Bypass Project,2024-11-30,2024-12-04,Open,Guardrail Placement,Pay together within after allow trip want food end central type instead others treat report western seek institution current fish tell lay any.,True,4,Civil Engineer,Medium,16063.26,Excavation,Material Substitution,5
474,North Donnashire Bypass Project,2025-04-01,2025-04-26,Open,Lane Closures,Only group Congress century modern rock view write part member wind your career exist address fly team between.,True,25,Civil Engineer,Medium,16670.44,Preconstruction,Material Substitution,2
475,New Jameshaven Bypass Project,2024-12-12,2024-12-27,Pending Review,Soil Compaction,Coach pay head people treat season bit there third high south return now war argue remember possible very message step where.,False,15,Subcontractor,Low,8089.35,Paving,Conflict Resolution,4
476,Port Gary Bypass Project,2025-03-19,2025-03-26,Closed,Guardrail Placement,Glass carry imagine tough difficult manager sound far daughter imagine hospital change tax ask behavior successful always than city.,True,7,General Contractor,Medium,34884.59,Preconstruction,Conflict Resolution,2
477,New Stephaniehaven Bypass Project,2025-04-13,2025-04-24,Answered,Traffic Signage,Provide whole million meeting lead we future majority plant court eye power expert.,True,11,DOT Inspector,High,115389.87,Excavation,Conflict Resolution,2
478,East Steven Bypass Project,2025-01-26,2025-02-18,Closed,Traffic Signage,Population artist hear difference part explain rest nor country wind resource cover several as decade any maybe inside guy.,False,23,Civil Engineer,Low,7603.82,Excavation,Clarification,4
479,West Angelafort Bypass Project,2025-03-11,2025-04-09,Open,Road Grading,Subject increase on loss detail debate enjoy top degree majority common approach light.,True,29,DOT Inspector,High,176500.92,Paving,Clarification,5
